PITCH,REQUIRED_WIDTH,,,,,,,
M5023,162.40,,,,,,,
M5023,163.14,,,,,,,
M5023,163.88,,,,,,,
M5023,164.62,,,,,,,
M5023,165.36,,,,,,,
M5023,166.10,,,,,,,
M5023,166.83,,,,,,,
M5023,167.57,,,,,,,
M5023,168.31,,,,,,,
M5023,169.05,,,,,,,
M5023,169.79,,,,,,,
M5023,170.52,,,,,,,
M5023,171.26,,,,,,,
M5023,172.00,,,,,,,
M5023,172.74,,,,,,,
M5023,173.48,,,,,,,
M5023,174.22,,,,,,,
M5023,174.95,,,,,,,
M5023,175.69,,,,,,,
M5023,176.43,,,,,,,
M5023,177.17,,,,,,,
M5023,177.91,,,,,,,
M5023,178.64,,,,,,,
M5023,179.38,,,,,,,
M5023,180.12,,,,,,,
M5023,180.86,,,,,,,
M5023,181.60,,,,,,,
M5023,182.34,,,,,,,
M5023,183.07,,,,,,,
M5023,183.81,,,,,,,
M5023,184.55,,,,,,,
M5023,185.29,,,,,,,
M5023,186.03,,,,,,,
M5023,186.76,,,,,,,
M5023,187.50,,,,,,,
M5023,188.24,,,,,,,
M5023,188.98,,,,,,,
M5023,189.72,,,,,,,
M5023,190.46,,,,,,,
M5023,191.19,,,,,,,
M5023,191.93,,,,,,,
M5023,192.67,,,,,,,
M5023,193.41,,,,,,,
M5023,194.15,,,,,,,
M5023,194.88,,,,,,,
M5023,195.62,,,,,,,
M5023,196.36,,,,,,,
M5023,197.10,,,,,,,
M5023,197.84,,,,,,,
M5023,198.58,,,,,,,
M5023,199.31,,,,,,,
M5023,200.05,,,,,,,
M5023,200.79,,,,,,,
,,,,,,,,
M5032,1.48,,,,,,,
M5032,2.21,,,,,,,
M5032,2.95,,,,,,,
M5032,3.69,,,,,,,
M5032,4.43,,,,,,,
M5032,5.17,,,,,,,
M5032,5.91,,,,,,,
M5032,6.64,,,,,,,
M5032,7.38,,,,,,,
M5032,8.12,,,,,,,
M5032,8.86,,,,,,,
M5032,9.60,,,,,,,
M5032,10.33,,,,,,,
M5032,11.07,,,,,,,
M5032,11.81,,,,,,,
M5032,12.55,,,,,,,
M5032,13.29,,,,,,,
M5032,14.03,,,,,,,
M5032,14.76,,,,,,,
M5032,15.50,,,,,,,
M5032,16.24,,,,,,,
M5032,16.98,,,,,,,
M5032,17.72,,,,,,,
M5032,18.46,,,,,,,
M5032,19.19,,,,,,,
M5032,19.93,,,,,,,
M5032,20.67,,,,,,,
M5032,21.41,,,,,,,
M5032,22.15,,,,,,,
M5032,22.88,,,,,,,
M5032,23.62,,,,,,,
M5032,24.36,,,,,,,
M5032,25.10,,,,,,,
M5032,25.84,,,,,,,
M5032,26.58,,,,,,,
M5032,27.31,,,,,,,
M5032,28.05,,,,,,,
M5032,28.79,,,,,,,
M5032,29.53,,,,,,,
M5032,30.27,,,,,,,
M5032,31.00,,,,,,,
M5032,31.74,,,,,,,
M5032,32.48,,,,,,,
M5032,33.22,,,,,,,
M5032,33.96,,,,,,,
M5032,34.70,,,,,,,
M5032,35.43,,,,,,,
M5032,36.17,,,,,,,
M5032,36.91,,,,,,,
M5032,37.65,,,,,,,
M5032,38.39,,,,,,,
M5032,39.12,,,,,,,
M5032,39.86,,,,,,,
M5032,40.60,,,,,,,
M5032,41.34,,,,,,,
M5032,42.08,,,,,,,
M5032,42.82,,,,,,,
M5032,43.55,,,,,,,
M5032,44.29,,,,,,,
M5032,45.03,,,,,,,
M5032,45.77,,,,,,,
M5032,46.51,,,,,,,
M5032,47.24,,,,,,,
M5032,47.98,,,,,,,
M5032,48.72,,,,,,,
M5032,49.46,,,,,,,
M5032,50.20,,,,,,,
M5032,50.94,,,,,,,
M5032,51.67,,,,,,,
M5032,52.41,,,,,,,
M5032,53.15,,,,,,,
M5032,53.89,,,,,,,
M5032,54.63,,,,,,,
M5032,55.36,,,,,,,
M5032,56.10,,,,,,,
M5032,56.84,,,,,,,
M5032,57.58,,,,,,,
M5032,58.32,,,,,,,
M5032,59.06,,,,,,,
M5032,59.79,,,,,,,
M5032,60.53,,,,,,,
M5032,61.27,,,,,,,
M5032,62.01,,,,,,,
M5032,62.75,,,,,,,
M5032,63.49,,,,,,,
M5032,64.22,,,,,,,
M5032,64.96,,,,,,,
M5032,65.70,,,,,,,
M5032,66.44,,,,,,,
M5032,67.18,,,,,,,
M5032,67.91,,,,,,,
M5032,68.65,,,,,,,
M5032,69.39,,,,,,,
M5032,70.13,,,,,,,
M5032,70.87,,,,,,,
M5032,71.61,,,,,,,
M5032,72.34,,,,,,,
M5032,73.08,,,,,,,
M5032,73.82,,,,,,,
M5032,74.56,,,,,,,
M5032,75.30,,,,,,,
M5032,76.03,,,,,,,
M5032,76.77,,,,,,,
M5032,77.51,,,,,,,
M5032,78.25,,,,,,,
M5032,78.99,,,,,,,
M5032,79.73,,,,,,,
M5032,80.46,,,,,,,
M5032,81.20,,,,,,,
M5032,81.94,,,,,,,
M5032,82.68,,,,,,,
M5032,83.42,,,,,,,
M5032,84.15,,,,,,,
M5032,84.89,,,,,,,
M5032,85.63,,,,,,,
M5032,86.37,,,,,,,
M5032,87.11,,,,,,,
M5032,87.85,,,,,,,
M5032,88.58,,,,,,,
M5032,89.32,,,,,,,
M5032,90.06,,,,,,,
M5032,90.80,,,,,,,
M5032,91.54,,,,,,,
M5032,92.28,,,,,,,
M5032,93.01,,,,,,,
M5032,93.75,,,,,,,
M5032,94.49,,,,,,,
M5032,95.23,,,,,,,
M5032,95.97,,,,,,,
M5032,96.70,,,,,,,
M5032,97.44,,,,,,,
M5032,98.18,,,,,,,
M5032,98.92,,,,,,,
M5032,99.66,,,,,,,
M5032,100.40,,,,,,,
M5032,101.13,,,,,,,
M5032,101.87,,,,,,,
M5032,102.61,,,,,,,
M5032,103.35,,,,,,,
M5032,104.09,,,,,,,
M5032,104.82,,,,,,,
M5032,105.56,,,,,,,
M5032,106.30,,,,,,,
M5032,107.04,,,,,,,
M5032,107.78,,,,,,,
M5032,108.52,,,,,,,
M5032,109.25,,,,,,,
M5032,109.99,,,,,,,
M5032,110.73,,,,,,,
M5032,111.47,,,,,,,
M5032,112.21,,,,,,,
M5032,112.94,,,,,,,
M5032,113.68,,,,,,,
M5032,114.42,,,,,,,
M5032,115.16,,,,,,,
M5032,115.90,,,,,,,
M5032,116.64,,,,,,,
M5032,117.37,,,,,,,
M5032,118.11,,,,,,,
M5032,118.85,,,,,,,
M5032,119.59,,,,,,,
M5032,120.33,,,,,,,
M5032,121.06,,,,,,,
M5032,121.80,,,,,,,
M5032,122.54,,,,,,,
M5032,123.28,,,,,,,
M5032,124.02,,,,,,,
M5032,124.76,,,,,,,
M5032,125.49,,,,,,,
M5032,126.23,,,,,,,
M5032,126.97,,,,,,,
M5032,127.71,,,,,,,
M5032,128.45,,,,,,,
M5032,129.19,,,,,,,
M5032,129.92,,,,,,,
M5032,130.66,,,,,,,
M5032,131.40,,,,,,,
M5032,132.14,,,,,,,
M5032,132.88,,,,,,,
M5032,133.61,,,,,,,
M5032,134.35,,,,,,,
M5032,135.09,,,,,,,
M5032,135.83,,,,,,,
M5032,136.57,,,,,,,
M5032,137.31,,,,,,,
M5032,138.04,,,,,,,
M5032,138.78,,,,,,,
M5032,139.52,,,,,,,
M5032,140.26,,,,,,,
M5032,141.00,,,,,,,
M5032,141.73,,,,,,,
M5032,142.47,,,,,,,
M5032,143.21,,,,,,,
M5032,143.95,,,,,,,
M5032,144.69,,,,,,,
M5032,145.43,,,,,,,
M5032,146.16,,,,,,,
M5032,146.90,,,,,,,
M5032,147.64,,,,,,,
M5032,148.38,,,,,,,
M5032,149.12,,,,,,,
M5032,149.85,,,,,,,
M5032,150.59,,,,,,,
M5032,151.33,,,,,,,
M5032,152.07,,,,,,,
M5032,152.81,,,,,,,
M5032,153.55,,,,,,,
M5032,154.28,,,,,,,
M5032,155.02,,,,,,,
M5032,155.76,,,,,,,
M5032,156.50,,,,,,,
M5032,157.24,,,,,,,
M5032,157.97,,,,,,,
M5032,158.71,,,,,,,
M5032,159.45,,,,,,,
M5032,160.19,,,,,,,
M5032,160.93,,,,,,,
M5032,161.67,,,,,,,
M5032,162.40,,,,,,,
M5032,163.14,,,,,,,
M5032,163.88,,,,,,,
M5032,164.62,,,,,,,
M5032,165.36,,,,,,,
M5032,166.10,,,,,,,
M5032,166.83,,,,,,,
M5032,167.57,,,,,,,
M5032,168.31,,,,,,,
M5032,169.05,,,,,,,
M5032,169.79,,,,,,,
M5032,170.52,,,,,,,
M5032,171.26,,,,,,,
M5032,172.00,,,,,,,
M5032,172.74,,,,,,,
M5032,173.48,,,,,,,
M5032,174.22,,,,,,,
M5032,174.95,,,,,,,
M5032,175.69,,,,,,,
M5032,176.43,,,,,,,
M5032,177.17,,,,,,,
M5032,177.91,,,,,,,
M5032,178.64,,,,,,,
M5032,179.38,,,,,,,
M5032,180.12,,,,,,,
M5032,180.86,,,,,,,
M5032,181.60,,,,,,,
M5032,182.34,,,,,,,
M5032,183.07,,,,,,,
M5032,183.81,,,,,,,
M5032,184.55,,,,,,,
M5032,185.29,,,,,,,
M5032,186.03,,,,,,,
M5032,186.76,,,,,,,
M5032,187.50,,,,,,,
M5032,188.24,,,,,,,
M5032,188.98,,,,,,,
M5032,189.72,,,,,,,
M5032,190.46,,,,,,,
M5032,191.19,,,,,,,
M5032,191.93,,,,,,,
M5032,192.67,,,,,,,
M5032,193.41,,,,,,,
M5032,194.15,,,,,,,
M5032,194.88,,,,,,,
M5032,195.62,,,,,,,
M5032,196.36,,,,,,,
M5032,197.10,,,,,,,
M5032,197.84,,,,,,,
M5032,198.58,,,,,,,
M5032,199.31,,,,,,,
M5032,200.05,,,,,,,
M5032,200.79,,,,,,,
,,,,,,,,
M5033,1.48,,,,,,,
M5033,2.21,,,,,,,
M5033,2.95,,,,,,,
M5033,3.69,,,,,,,
M5033,4.43,,,,,,,
M5033,5.17,,,,,,,
M5033,5.91,,,,,,,
M5033,6.64,,,,,,,
M5033,7.38,,,,,,,
M5033,8.12,,,,,,,
M5033,8.86,,,,,,,
M5033,9.60,,,,,,,
M5033,10.33,,,,,,,
M5033,11.07,,,,,,,
M5033,11.81,,,,,,,
M5033,12.55,,,,,,,
M5033,13.29,,,,,,,
M5033,14.03,,,,,,,
M5033,14.76,,,,,,,
M5033,15.50,,,,,,,
M5033,16.24,,,,,,,
M5033,16.98,,,,,,,
M5033,17.72,,,,,,,
M5033,18.46,,,,,,,
M5033,19.19,,,,,,,
M5033,19.93,,,,,,,
M5033,20.67,,,,,,,
M5033,21.41,,,,,,,
M5033,22.15,,,,,,,
M5033,22.88,,,,,,,
M5033,23.62,,,,,,,
M5033,24.36,,,,,,,
M5033,25.10,,,,,,,
M5033,25.84,,,,,,,
M5033,26.58,,,,,,,
M5033,27.31,,,,,,,
M5033,28.05,,,,,,,
M5033,28.79,,,,,,,
M5033,29.53,,,,,,,
M5033,30.27,,,,,,,
M5033,31.00,,,,,,,
M5033,31.74,,,,,,,
M5033,32.48,,,,,,,
M5033,33.22,,,,,,,
M5033,33.96,,,,,,,
M5033,34.70,,,,,,,
M5033,35.43,,,,,,,
M5033,36.17,,,,,,,
M5033,36.91,,,,,,,
M5033,37.65,,,,,,,
M5033,38.39,,,,,,,
M5033,39.12,,,,,,,
M5033,39.86,,,,,,,
M5033,40.60,,,,,,,
M5033,41.34,,,,,,,
M5033,42.08,,,,,,,
M5033,42.82,,,,,,,
M5033,43.55,,,,,,,
M5033,44.29,,,,,,,
M5033,45.03,,,,,,,
M5033,45.77,,,,,,,
M5033,46.51,,,,,,,
M5033,47.24,,,,,,,
M5033,47.98,,,,,,,
M5033,48.72,,,,,,,
M5033,49.46,,,,,,,
M5033,50.20,,,,,,,
M5033,50.94,,,,,,,
M5033,51.67,,,,,,,
M5033,52.41,,,,,,,
M5033,53.15,,,,,,,
M5033,53.89,,,,,,,
M5033,54.63,,,,,,,
M5033,55.36,,,,,,,
M5033,56.10,,,,,,,
M5033,56.84,,,,,,,
M5033,57.58,,,,,,,
M5033,58.32,,,,,,,
M5033,59.06,,,,,,,
M5033,59.79,,,,,,,
M5033,60.53,,,,,,,
M5033,61.27,,,,,,,
M5033,62.01,,,,,,,
M5033,62.75,,,,,,,
M5033,63.49,,,,,,,
M5033,64.22,,,,,,,
M5033,64.96,,,,,,,
M5033,65.70,,,,,,,
M5033,66.44,,,,,,,
M5033,67.18,,,,,,,
M5033,67.91,,,,,,,
M5033,68.65,,,,,,,
M5033,69.39,,,,,,,
M5033,70.13,,,,,,,
M5033,70.87,,,,,,,
M5033,71.61,,,,,,,
M5033,72.34,,,,,,,
M5033,73.08,,,,,,,
M5033,73.82,,,,,,,
M5033,74.56,,,,,,,
M5033,75.30,,,,,,,
M5033,76.03,,,,,,,
M5033,76.77,,,,,,,
M5033,77.51,,,,,,,
M5033,78.25,,,,,,,
M5033,78.99,,,,,,,
M5033,79.73,,,,,,,
M5033,80.46,,,,,,,
M5033,81.20,,,,,,,
M5033,81.94,,,,,,,
M5033,82.68,,,,,,,
M5033,83.42,,,,,,,
M5033,84.15,,,,,,,
M5033,84.89,,,,,,,
M5033,85.63,,,,,,,
M5033,86.37,,,,,,,
M5033,87.11,,,,,,,
M5033,87.85,,,,,,,
M5033,88.58,,,,,,,
M5033,89.32,,,,,,,
M5033,90.06,,,,,,,
M5033,90.80,,,,,,,
M5033,91.54,,,,,,,
M5033,92.28,,,,,,,
M5033,93.01,,,,,,,
M5033,93.75,,,,,,,
M5033,94.49,,,,,,,
M5033,95.23,,,,,,,
M5033,95.97,,,,,,,
M5033,96.70,,,,,,,
M5033,97.44,,,,,,,
M5033,98.18,,,,,,,
M5033,98.92,,,,,,,
M5033,99.66,,,,,,,
M5033,100.40,,,,,,,
M5033,101.13,,,,,,,
M5033,101.87,,,,,,,
M5033,102.61,,,,,,,
M5033,103.35,,,,,,,
M5033,104.09,,,,,,,
M5033,104.82,,,,,,,
M5033,105.56,,,,,,,
M5033,106.30,,,,,,,
M5033,107.04,,,,,,,
M5033,107.78,,,,,,,
M5033,108.52,,,,,,,
M5033,109.25,,,,,,,
M5033,109.99,,,,,,,
M5033,110.73,,,,,,,
M5033,111.47,,,,,,,
M5033,112.21,,,,,,,
M5033,112.94,,,,,,,
M5033,113.68,,,,,,,
M5033,114.42,,,,,,,
M5033,115.16,,,,,,,
M5033,115.90,,,,,,,
M5033,116.64,,,,,,,
M5033,117.37,,,,,,,
M5033,118.11,,,,,,,
M5033,118.85,,,,,,,
M5033,119.59,,,,,,,
M5033,120.33,,,,,,,
M5033,121.06,,,,,,,
M5033,121.80,,,,,,,
M5033,122.54,,,,,,,
M5033,123.28,,,,,,,
M5033,124.02,,,,,,,
M5033,124.76,,,,,,,
M5033,125.49,,,,,,,
M5033,126.23,,,,,,,
M5033,126.97,,,,,,,
M5033,127.71,,,,,,,
M5033,128.45,,,,,,,
M5033,129.19,,,,,,,
M5033,129.92,,,,,,,
M5033,130.66,,,,,,,
M5033,131.40,,,,,,,
M5033,132.14,,,,,,,
M5033,132.88,,,,,,,
M5033,133.61,,,,,,,
M5033,134.35,,,,,,,
M5033,135.09,,,,,,,
M5033,135.83,,,,,,,
M5033,136.57,,,,,,,
M5033,137.31,,,,,,,
M5033,138.04,,,,,,,
M5033,138.78,,,,,,,
M5033,139.52,,,,,,,
M5033,140.26,,,,,,,
M5033,141.00,,,,,,,
M5033,141.73,,,,,,,
M5033,142.47,,,,,,,
M5033,143.21,,,,,,,
M5033,143.95,,,,,,,
M5033,144.69,,,,,,,
M5033,145.43,,,,,,,
M5033,146.16,,,,,,,
M5033,146.90,,,,,,,
M5033,147.64,,,,,,,
M5033,148.38,,,,,,,
M5033,149.12,,,,,,,
M5033,149.85,,,,,,,
M5033,150.59,,,,,,,
M5033,151.33,,,,,,,
M5033,152.07,,,,,,,
M5033,152.81,,,,,,,
M5033,153.55,,,,,,,
M5033,154.28,,,,,,,
M5033,155.02,,,,,,,
M5033,155.76,,,,,,,
M5033,156.50,,,,,,,
M5033,157.24,,,,,,,
M5033,157.97,,,,,,,
M5033,158.71,,,,,,,
M5033,159.45,,,,,,,
M5033,160.19,,,,,,,
M5033,160.93,,,,,,,
M5033,161.67,,,,,,,
M5033,162.40,,,,,,,
M5033,163.14,,,,,,,
M5033,163.88,,,,,,,
M5033,164.62,,,,,,,
M5033,165.36,,,,,,,
M5033,166.10,,,,,,,
M5033,166.83,,,,,,,
M5033,167.57,,,,,,,
M5033,168.31,,,,,,,
M5033,169.05,,,,,,,
M5033,169.79,,,,,,,
M5033,170.52,,,,,,,
M5033,171.26,,,,,,,
M5033,172.00,,,,,,,
M5033,172.74,,,,,,,
M5033,173.48,,,,,,,
M5033,174.22,,,,,,,
M5033,174.95,,,,,,,
M5033,175.69,,,,,,,
M5033,176.43,,,,,,,
M5033,177.17,,,,,,,
M5033,177.91,,,,,,,
M5033,178.64,,,,,,,
M5033,179.38,,,,,,,
M5033,180.12,,,,,,,
M5033,180.86,,,,,,,
M5033,181.60,,,,,,,
M5033,182.34,,,,,,,
M5033,183.07,,,,,,,
M5033,183.81,,,,,,,
M5033,184.55,,,,,,,
M5033,185.29,,,,,,,
M5033,186.03,,,,,,,
M5033,186.76,,,,,,,
M5033,187.50,,,,,,,
M5033,188.24,,,,,,,
M5033,188.98,,,,,,,
M5033,189.72,,,,,,,
M5033,190.46,,,,,,,
M5033,191.19,,,,,,,
M5033,191.93,,,,,,,
M5033,192.67,,,,,,,
M5033,193.41,,,,,,,
M5033,194.15,,,,,,,
M5033,194.88,,,,,,,
M5033,195.62,,,,,,,
M5033,196.36,,,,,,,
M5033,197.10,,,,,,,
M5033,197.84,,,,,,,
M5033,198.58,,,,,,,
M5033,199.31,,,,,,,
M5033,200.05,,,,,,,
M5033,200.79,,,,,,,
,,,,,,,,
M5060,1.99,,,,,,,
M5060,2.98,,,,,,,
M5060,3.98,,,,,,,
M5060,4.97,,,,,,,
M5060,5.96,,,,,,,
M5060,6.96,,,,,,,
M5060,7.95,,,,,,,
M5060,8.95,,,,,,,
M5060,9.94,,,,,,,
M5060,10.94,,,,,,,
M5060,11.93,,,,,,,
M5060,12.92,,,,,,,
M5060,13.92,,,,,,,
M5060,14.91,,,,,,,
M5060,15.91,,,,,,,
M5060,16.90,,,,,,,
M5060,17.89,,,,,,,
M5060,18.89,,,,,,,
M5060,19.88,,,,,,,
M5060,20.88,,,,,,,
M5060,21.87,,,,,,,
M5060,22.86,,,,,,,
M5060,23.86,,,,,,,
M5060,24.85,,,,,,,
M5060,25.85,,,,,,,
M5060,26.84,,,,,,,
M5060,27.83,,,,,,,
M5060,28.83,,,,,,,
M5060,29.82,,,,,,,
M5060,30.82,,,,,,,
M5060,31.81,,,,,,,
M5060,32.81,,,,,,,
M5060,33.80,,,,,,,
M5060,34.79,,,,,,,
M5060,35.79,,,,,,,
M5060,36.78,,,,,,,
M5060,37.78,,,,,,,
M5060,38.77,,,,,,,
M5060,39.76,,,,,,,
M5060,40.76,,,,,,,
M5060,41.75,,,,,,,
M5060,42.75,,,,,,,
M5060,43.74,,,,,,,
M5060,44.73,,,,,,,
M5060,45.73,,,,,,,
M5060,46.72,,,,,,,
M5060,47.72,,,,,,,
M5060,48.71,,,,,,,
M5060,49.71,,,,,,,
M5060,50.70,,,,,,,
M5060,51.69,,,,,,,
M5060,52.69,,,,,,,
M5060,53.68,,,,,,,
M5060,54.68,,,,,,,
M5060,55.67,,,,,,,
M5060,56.66,,,,,,,
M5060,57.66,,,,,,,
M5060,58.65,,,,,,,
M5060,59.65,,,,,,,
M5060,60.64,,,,,,,
M5060,61.63,,,,,,,
M5060,62.63,,,,,,,
M5060,63.62,,,,,,,
M5060,64.62,,,,,,,
M5060,65.61,,,,,,,
M5060,66.60,,,,,,,
M5060,67.60,,,,,,,
M5060,68.59,,,,,,,
M5060,69.59,,,,,,,
M5060,70.58,,,,,,,
M5060,71.58,,,,,,,
M5060,72.57,,,,,,,
M5060,73.56,,,,,,,
M5060,74.56,,,,,,,
M5060,75.55,,,,,,,
M5060,76.55,,,,,,,
M5060,77.54,,,,,,,
M5060,78.53,,,,,,,
M5060,79.53,,,,,,,
M5060,80.52,,,,,,,
M5060,81.52,,,,,,,
M5060,82.51,,,,,,,
M5060,83.50,,,,,,,
M5060,84.50,,,,,,,
M5060,85.49,,,,,,,
M5060,86.49,,,,,,,
M5060,87.48,,,,,,,
M5060,88.47,,,,,,,
M5060,89.47,,,,,,,
M5060,90.46,,,,,,,
M5060,91.46,,,,,,,
M5060,92.45,,,,,,,
M5060,93.45,,,,,,,
M5060,94.44,,,,,,,
M5060,95.43,,,,,,,
M5060,96.43,,,,,,,
M5060,97.42,,,,,,,
M5060,98.42,,,,,,,
M5060,99.41,,,,,,,
M5060,100.40,,,,,,,
M5060,101.40,,,,,,,
M5060,102.39,,,,,,,
M5060,103.39,,,,,,,
M5060,104.38,,,,,,,
M5060,105.37,,,,,,,
M5060,106.37,,,,,,,
M5060,107.36,,,,,,,
M5060,108.36,,,,,,,
M5060,109.35,,,,,,,
M5060,110.35,,,,,,,
M5060,111.34,,,,,,,
M5060,112.33,,,,,,,
M5060,113.33,,,,,,,
M5060,114.32,,,,,,,
M5060,115.32,,,,,,,
M5060,116.31,,,,,,,
M5060,117.30,,,,,,,
M5060,118.30,,,,,,,
M5060,119.29,,,,,,,
M5060,120.29,,,,,,,
M5060,121.28,,,,,,,
M5060,122.27,,,,,,,
M5060,123.27,,,,,,,
M5060,124.26,,,,,,,
M5060,125.26,,,,,,,
M5060,126.25,,,,,,,
M5060,127.24,,,,,,,
M5060,128.24,,,,,,,
M5060,129.23,,,,,,,
M5060,130.23,,,,,,,
M5060,131.22,,,,,,,
M5060,132.22,,,,,,,
M5060,133.21,,,,,,,
M5060,134.20,,,,,,,
M5060,135.20,,,,,,,
M5060,136.19,,,,,,,
M5060,137.19,,,,,,,
M5060,138.18,,,,,,,
M5060,139.17,,,,,,,
M5060,140.17,,,,,,,
M5060,141.16,,,,,,,
M5060,142.16,,,,,,,
M5060,143.15,,,,,,,
M5060,144.14,,,,,,,
M5060,145.14,,,,,,,
M5060,146.13,,,,,,,
M5060,147.13,,,,,,,
M5060,148.12,,,,,,,
M5060,149.12,,,,,,,
M5060,150.11,,,,,,,
M5060,151.10,,,,,,,
M5060,152.10,,,,,,,
M5060,153.09,,,,,,,
M5060,154.09,,,,,,,
M5060,155.08,,,,,,,
M5060,156.07,,,,,,,
M5060,157.07,,,,,,,
M5060,158.06,,,,,,,
M5060,159.06,,,,,,,
M5060,160.05,,,,,,,
M5060,161.04,,,,,,,
M5060,162.04,,,,,,,
M5060,163.03,,,,,,,
M5060,164.03,,,,,,,
M5060,165.02,,,,,,,
M5060,166.01,,,,,,,
M5060,167.01,,,,,,,
M5060,168.00,,,,,,,
M5060,169.00,,,,,,,
M5060,169.99,,,,,,,
M5060,170.99,,,,,,,
M5060,171.98,,,,,,,
M5060,172.97,,,,,,,
M5060,173.97,,,,,,,
M5060,174.96,,,,,,,
M5060,175.96,,,,,,,
M5060,176.95,,,,,,,
M5060,177.94,,,,,,,
M5060,178.94,,,,,,,
M5060,179.93,,,,,,,
M5060,180.93,,,,,,,
M5060,181.92,,,,,,,
M5060,182.91,,,,,,,
M5060,183.91,,,,,,,
M5060,184.90,,,,,,,
M5060,185.90,,,,,,,
M5060,186.89,,,,,,,
M5060,187.88,,,,,,,
M5060,188.88,,,,,,,
M5060,189.87,,,,,,,
M5060,190.87,,,,,,,
M5060,191.86,,,,,,,
M5060,192.86,,,,,,,
M5060,193.85,,,,,,,
M5060,194.84,,,,,,,
M5060,195.84,,,,,,,
M5060,196.83,,,,,,,
M5060,197.83,,,,,,,
M5060,198.82,,,,,,,
M5060,199.81,,,,,,,
M5060,200.81,,,,,,,
M5060,201.80,,,,,,,
M5060,202.80,,,,,,,
,,,,,,,,
M5062,1.99,,,,,,,
M5062,2.98,,,,,,,
M5062,3.98,,,,,,,
M5062,4.97,,,,,,,
M5062,5.96,,,,,,,
M5062,6.96,,,,,,,
M5062,7.95,,,,,,,
M5062,8.95,,,,,,,
M5062,9.94,,,,,,,
M5062,10.94,,,,,,,
M5062,11.93,,,,,,,
M5062,12.92,,,,,,,
M5062,13.92,,,,,,,
M5062,14.91,,,,,,,
M5062,15.91,,,,,,,
M5062,16.90,,,,,,,
M5062,17.89,,,,,,,
M5062,18.89,,,,,,,
M5062,19.88,,,,,,,
M5062,20.88,,,,,,,
M5062,21.87,,,,,,,
M5062,22.86,,,,,,,
M5062,23.86,,,,,,,
M5062,24.85,,,,,,,
M5062,25.85,,,,,,,
M5062,26.84,,,,,,,
M5062,27.83,,,,,,,
M5062,28.83,,,,,,,
M5062,29.82,,,,,,,
M5062,30.82,,,,,,,
M5062,31.81,,,,,,,
M5062,32.81,,,,,,,
M5062,33.80,,,,,,,
M5062,34.79,,,,,,,
M5062,35.79,,,,,,,
M5062,36.78,,,,,,,
M5062,37.78,,,,,,,
M5062,38.77,,,,,,,
M5062,39.76,,,,,,,
M5062,40.76,,,,,,,
M5062,41.75,,,,,,,
M5062,42.75,,,,,,,
M5062,43.74,,,,,,,
M5062,44.73,,,,,,,
M5062,45.73,,,,,,,
M5062,46.72,,,,,,,
M5062,47.72,,,,,,,
M5062,48.71,,,,,,,
M5062,49.71,,,,,,,
M5062,50.70,,,,,,,
M5062,51.69,,,,,,,
M5062,52.69,,,,,,,
M5062,53.68,,,,,,,
M5062,54.68,,,,,,,
M5062,55.67,,,,,,,
M5062,56.66,,,,,,,
M5062,57.66,,,,,,,
M5062,58.65,,,,,,,
M5062,59.65,,,,,,,
M5062,60.64,,,,,,,
M5062,61.63,,,,,,,
M5062,62.63,,,,,,,
M5062,63.62,,,,,,,
M5062,64.62,,,,,,,
M5062,65.61,,,,,,,
M5062,66.60,,,,,,,
M5062,67.60,,,,,,,
M5062,68.59,,,,,,,
M5062,69.59,,,,,,,
M5062,70.58,,,,,,,
M5062,71.58,,,,,,,
M5062,72.57,,,,,,,
M5062,73.56,,,,,,,
M5062,74.56,,,,,,,
M5062,75.55,,,,,,,
M5062,76.55,,,,,,,
M5062,77.54,,,,,,,
M5062,78.53,,,,,,,
M5062,79.53,,,,,,,
M5062,80.52,,,,,,,
M5062,81.52,,,,,,,
M5062,82.51,,,,,,,
M5062,83.50,,,,,,,
M5062,84.50,,,,,,,
M5062,85.49,,,,,,,
M5062,86.49,,,,,,,
M5062,87.48,,,,,,,
M5062,88.47,,,,,,,
M5062,89.47,,,,,,,
M5062,90.46,,,,,,,
M5062,91.46,,,,,,,
M5062,92.45,,,,,,,
M5062,93.45,,,,,,,
M5062,94.44,,,,,,,
M5062,95.43,,,,,,,
M5062,96.43,,,,,,,
M5062,97.42,,,,,,,
M5062,98.42,,,,,,,
M5062,99.41,,,,,,,
M5062,100.40,,,,,,,
M5062,101.40,,,,,,,
M5062,102.39,,,,,,,
M5062,103.39,,,,,,,
M5062,104.38,,,,,,,
M5062,105.37,,,,,,,
M5062,106.37,,,,,,,
M5062,107.36,,,,,,,
M5062,108.36,,,,,,,
M5062,109.35,,,,,,,
M5062,110.35,,,,,,,
M5062,111.34,,,,,,,
M5062,112.33,,,,,,,
M5062,113.33,,,,,,,
M5062,114.32,,,,,,,
M5062,115.32,,,,,,,
M5062,116.31,,,,,,,
M5062,117.30,,,,,,,
M5062,118.30,,,,,,,
M5062,119.29,,,,,,,
M5062,120.29,,,,,,,
M5062,121.28,,,,,,,
M5062,122.27,,,,,,,
M5062,123.27,,,,,,,
M5062,124.26,,,,,,,
M5062,125.26,,,,,,,
M5062,126.25,,,,,,,
M5062,127.24,,,,,,,
M5062,128.24,,,,,,,
M5062,129.23,,,,,,,
M5062,130.23,,,,,,,
M5062,131.22,,,,,,,
